Date,Meal,Time,Calories,Fat (g),Saturated Fat,Polyunsaturated Fat,Monounsaturated Fat,Trans Fat,Cholesterol,Sodium (mg),Potassium,Carbohydrates (g),Fiber,Sugar,Protein (g),Vitamin A,Vitamin C,Calcium,Iron,Note
2022-08-25,Breakfast,9:50 AM,652.2,31.1,6.5,2.0,0.9,0.0,860.0,530.0,200.0,38.0,4.0,3.0,53.8,24.0,0.0,14.0,27.0,
2022-08-25,Lunch,10:15 AM,510.0,7.0,1.0,0.0,0.0,0.0,70.0,640.0,1090.0,49.0,8.0,23.0,65.0,2.0,20.0,34.0,21.0,
2022-08-26,Breakfast,8:30 AM,282.5,8.9,2.0,0.0,0.0,0.1,7.5,388.0,125.0,36.5,5.0,8.5,15.5,0.0,0.0,4.0,14.5,
2022-08-26,Dinner,10:10 PM,296.7,5.4,0.0,0.3,0.1,0.0,32.5,79.5,1298.0,41.8,12.7,14.8,24.2,310.3,102.1,24.1,41.7,
2022-08-26,Snacks,4:40 PM,330.0,5.0,1.0,0.0,0.0,0.0,70.0,490.0,540.0,14.0,3.0,6.0,56.0,0.0,0.0,30.0,13.4,
2022-08-28,Breakfast,10:40 AM,503.0,5.4,1.0,0.1,0.1,0.0,70.0,509.5,1173.0,58.1,8.3,33.6,58.4,2.0,30.2,30.6,18.2,
2022-08-28,Lunch,10:05 PM,430.0,13.0,4.5,0.0,0.0,0.0,55.0,1390.0,0.0,55.0,2.0,8.0,25.0,0.0,0.0,0.0,0.0,
2022-08-28,Dinner,7:05 PM,653.4,21.7,2.2,0.8,1.0,0.0,0.0,598.9,1086.9,92.7,13.1,31.8,27.5,69.2,67.4,37.4,31.7,
2022-08-28,Snacks,12:35 PM,421.1,10.6,4.3,0.0,0.0,0.0,24.8,1160.5,79.2,69.0,4.1,2.2,14.7,4.3,0.2,11.8,0.3,
2022-08-29,Dinner,5:05 AM,535.0,35.8,7.8,7.6,11.0,0.0,78.1,226.1,813.1,29.0,9.3,12.1,31.5,1692.0,128.7,18.2,29.3,
2022-08-30,Breakfast,8:05 AM,545.0,17.0,4.0,4.0,1.8,0.0,430.0,670.0,400.0,71.0,8.0,6.0,28.0,12.0,0.0,16.0,30.0,
2022-08-30,Lunch,10:30 AM,345.0,5.0,1.0,0.0,0.0,0.0,70.0,490.0,540.0,15.0,3.0,6.0,58.5,0.0,0.0,30.0,13.4,
2022-08-30,Dinner,6:20 PM,20.0,1.0,0.0,0.0,0.0,0.0,15.5,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
2022-08-30,Dinner,10:20 PM,982.1,48.1,9.9,10.0,1.2,0.0,62.4,183.8,18.3,53.3,8.3,14.3,32.2,15.3,23.4,11.5,38.6,
2022-08-30,Snacks,10:25 PM,556.8,8.7,5.5,0.3,2.5,0.0,36.2,1835.1,433.9,55.4,0.0,37.5,62.1,7.1,0.0,31.2,4.0,
2022-08-31,Breakfast,,91.1,6.9,4.3,0.0,0.0,0.0,24.8,540.5,79.2,3.0,0.1,2.2,4.0,4.3,0.2,11.8,0.3,
2022-08-31,Breakfast,7:00 AM,972.0,39.2,11.9,10.0,13.8,1.5,694.0,1811.4,939.1,81.1,8.0,10.1,71.5,396.3,0.0,188.6,27.2,
2022-08-31,Lunch,10:30 AM,275.0,3.0,1.0,0.0,0.0,0.0,70.0,340.0,440.0,9.0,1.0,4.0,50.5,0.0,0.0,26.0,7.8,
2022-08-31,Dinner,4:55 AM,917.8,36.7,9.1,2.2,14.8,0.0,137.5,157.0,605.2,76.9,12.8,16.2,64.9,30.3,187.1,6.0,7.4,
2022-09-01,Breakfast,,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
2022-09-01,Breakfast,10:05 AM,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2.5,0.0,0.0,0.0,0.0,
2022-09-01,Lunch,,452.0,29.0,5.0,0.0,0.0,0.0,498.0,730.0,0.0,30.0,6.0,14.0,27.0,12.0,0.0,4.0,8.0,
2022-09-01,Dinner,8:50 PM,307.4,2.0,0.3,0.1,0.0,0.0,122.5,169.5,655.1,26.7,12.6,12.4,46.2,12.3,85.6,10.9,22.0,
2022-09-01,Snacks,1:50 PM,457.5,5.5,1.0,0.0,0.0,0.0,70.0,527.5,1015.0,44.5,6.5,21.5,59.0,2.0,20.0,31.0,16.7,
2022-09-06,Breakfast,,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,2.5,0.0,0.0,0.0,0.0,
2022-09-06,Breakfast,9:45 AM,130.0,1.5,0.5,0.0,0.0,0.0,35.0,170.0,220.0,4.0,0.5,2.0,24.0,0.0,0.0,13.0,3.9,
2022-09-06,Breakfast,1:00 PM,224.0,14.3,2.0,6.0,2.5,0.0,65.0,584.0,526.0,2.7,0.3,0.3,30.5,2.5,3.9,0.9,13.8,
2022-09-06,Dinner,,930.0,13.5,1.5,0.0,0.0,0.0,120.0,0.0,0.0,138.0,6.0,27.0,60.0,90.0,6.0,60.0,45.0,
2022-09-08,Breakfast,10:15 AM,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,2.5,0.0,0.0,0.0,0.0,
2022-09-08,Breakfast,12:10 PM,260.0,3.0,1.0,0.0,0.0,0.0,70.0,340.0,440.0,8.0,1.0,4.0,48.0,0.0,0.0,26.0,7.8,
2022-09-08,Lunch,4:20 PM,440.0,40.0,12.0,0.0,0.0,0.0,100.0,1320.0,0.0,4.0,0.0,0.0,20.0,0.0,0.0,8.0,8.0,
2022-09-08,Lunch,4:25 PM,260.0,3.0,0.8,1.0,1.0,0.0,0.0,400.0,90.0,48.0,2.0,4.0,10.0,0.0,0.0,8.0,20.0,
